date,sales
2013-01-03,2121.0
2013-01-03,1984.0
2013-01-03,5172.0
2013-01-03,2006.0
2013-01-03,1977.0
2013-01-03,2857.0
2013-01-03,2571.0
2013-01-03,2612.0
2013-01-03,2462.0
2013-01-03,1915.0
2013-01-03,1663.0
2013-01-03,2640.0
2013-01-03,0.0
2013-01-03,0.0
2013-01-03,0.0
2013-01-03,1975.0
2013-01-03,3413.0
2013-01-03,1462.0
2013-01-03,1413.0
2013-01-03,1467.0
2013-01-03,1785.0
2013-01-03,0.0
2013-01-03,6712.0
2013-01-03,988.0
2013-01-03,2526.0
2013-01-03,1327.0
2013-01-03,2118.0
2013-01-03,2518.0
2013-01-03,1247.0
2013-01-03,0.0
2013-01-03,3973.0
2013-01-03,3679.0
2013-01-03,3066.0
2013-01-03,2824.0
2013-01-03,2124.0
2013-01-03,1515.0
2013-01-03,0.0
2013-01-03,1897.0
2013-01-03,7342.0
2013-01-03,6841.0
2013-01-03,6493.0
2013-01-03,7325.0
2013-01-03,6190.0
2013-01-03,3521.0
2013-01-03,3260.0
2013-01-03,4687.0
2013-01-03,3612.0
2013-01-03,0.0
2013-01-03,0.0
2013-01-03,1949.0
2013-01-03,4040.0
2013-01-03,3279.0
2013-01-03,3783.0
2013-01-03,4547.0
2013-01-04,2056.0
2013-01-04,1565.0
2013-01-04,4678.0
2013-01-04,1684.0
2013-01-04,1989.0
2013-01-04,2548.0
2013-01-04,2244.0
2013-01-04,2253.0
2013-01-04,2132.0
2013-01-04,1460.0
2013-01-04,1457.0
2013-01-04,2697.0
2013-01-04,0.0
2013-01-04,0.0
2013-01-04,0.0
2013-01-04,2145.0
2013-01-04,3343.0
2013-01-04,1420.0
2013-01-04,1333.0
2013-01-04,1698.0
2013-01-04,1065.0
2013-01-04,0.0
2013-01-04,5731.0
2013-01-04,834.0
2013-01-04,2819.0
2013-01-04,984.0
2013-01-04,1876.0
2013-01-04,2427.0
2013-01-04,982.0
2013-01-04,0.0
2013-01-04,3715.0
2013-01-04,3397.0
2013-01-04,2415.0
2013-01-04,2688.0
2013-01-04,1692.0
2013-01-04,1325.0
2013-01-04,0.0
2013-01-04,1949.0
2013-01-04,7250.0
2013-01-04,7527.0
2013-01-04,6499.0
2013-01-04,7317.0
2013-01-04,5826.0
2013-01-04,3470.0
2013-01-04,3085.0
2013-01-04,5652.0
2013-01-04,3846.0
2013-01-04,0.0
2013-01-04,0.0
2013-01-04,1641.0
2013-01-04,3314.0
2013-01-04,2681.0
2013-01-04,3481.0
2013-01-04,3564.0
2013-01-05,2216.0
2013-01-05,2544.0
2013-01-05,6107.0
2013-01-05,2097.0
2013-01-05,2897.0
2013-01-05,3375.0
2013-01-05,2611.0
2013-01-05,3007.0
2013-01-05,2848.0
2013-01-05,2358.0
2013-01-05,2471.0
2013-01-05,3545.0
2013-01-05,0.0
2013-01-05,0.0
2013-01-05,0.0
2013-01-05,2323.0
2013-01-05,4280.0
2013-01-05,1702.0
2013-01-05,2419.0
2013-01-05,2158.0
2013-01-05,2536.0
2013-01-05,0.0
2013-01-05,7823.0
2013-01-05,1192.0
2013-01-05,2874.0
2013-01-05,1200.0
2013-01-05,2823.0
2013-01-05,3107.0
2013-01-05,1310.0
2013-01-05,0.0
2013-01-05,4700.0
2013-01-05,4301.0
2013-01-05,4032.0
2013-01-05,3731.0
2013-01-05,2407.0
2013-01-05,1911.0
2013-01-05,0.0
2013-01-05,1787.0
2013-01-05,10699.0
2013-01-05,10550.0
2013-01-05,10827.0
2013-01-05,10567.0
2013-01-05,9508.0
2013-01-05,4712.0
2013-01-05,3398.0
2013-01-05,7889.0
2013-01-05,5026.0
2013-01-05,0.0
2013-01-05,0.0
2013-01-05,2161.0
2013-01-05,4857.0
2013-01-05,2662.0
2013-01-05,4857.0
2013-01-05,5951.0
2013-01-06,723.0
2013-01-06,2665.0
2013-01-06,6740.0
2013-01-06,2523.0
2013-01-06,2135.0
2013-01-06,2176.0
2013-01-06,2325.0
2013-01-06,3770.0
2013-01-06,3154.0
2013-01-06,2890.0
2013-01-06,1895.0
2013-01-06,3799.0
2013-01-06,0.0
2013-01-06,0.0
2013-01-06,0.0
2013-01-06,2044.0
2013-01-06,4005.0
2013-01-06,1029.0
2013-01-06,2189.0
2013-01-06,2887.0
2013-01-06,3086.0
2013-01-06,0.0
2013-01-06,8802.0
2013-01-06,1181.0
2013-01-06,3774.0
2013-01-06,1217.0
2013-01-06,3405.0
2013-01-06,2714.0
2013-01-06,1099.0
2013-01-06,0.0
2013-01-06,3964.0
2013-01-06,5076.0
2013-01-06,4096.0
2013-01-06,4585.0
2013-01-06,2323.0
2013-01-06,2765.0
2013-01-06,0.0
2013-01-06,2067.0
2013-01-06,12373.0
2013-01-06,12336.0
2013-01-06,13428.0
2013-01-06,12279.0
2013-01-06,11839.0
2013-01-06,5620.0
2013-01-06,4643.0
2013-01-06,7558.0
2013-01-06,5633.0
2013-01-06,0.0
2013-01-06,0.0
2013-01-06,3141.0
2013-01-06,6659.0
2013-01-06,2868.0
2013-01-06,4729.0
2013-01-06,7088.0
2013-01-07,2262.0
2013-01-07,1821.0
2013-01-07,4431.0
2013-01-07,1852.0
2013-01-07,1937.0
2013-01-07,2414.0
2013-01-07,2291.0
2013-01-07,2350.0
2013-01-07,2387.0
2013-01-07,1616.0
2013-01-07,1632.0
2013-01-07,2561.0
2013-01-07,0.0
2013-01-07,0.0
2013-01-07,0.0
2013-01-07,2075.0
2013-01-07,2820.0
2013-01-07,968.0
2013-01-07,1211.0
2013-01-07,1774.0
2013-01-07,1530.0
2013-01-07,0.0
2013-01-07,5781.0
2013-01-07,1002.0
2013-01-07,2339.0
2013-01-07,1146.0
2013-01-07,2321.0
2013-01-07,2579.0
2013-01-07,1045.0
2013-01-07,0.0
2013-01-07,3100.0
2013-01-07,2680.0
2013-01-07,2562.0
2013-01-07,2752.0
2013-01-07,2071.0
2013-01-07,1384.0
2013-01-07,0.0
2013-01-07,1686.0
2013-01-07,7059.0
2013-01-07,6629.0
2013-01-07,5827.0
2013-01-07,6375.0
2013-01-07,5077.0
2013-01-07,3622.0
2013-01-07,2801.0
2013-01-07,5109.0
2013-01-07,3810.0
2013-01-07,0.0
2013-01-07,0.0
2013-01-07,2795.0
2013-01-07,3363.0
2013-01-07,3023.0
2013-01-07,3418.0
2013-01-07,3901.0
2013-01-08,1782.0
2013-01-08,1758.0
2013-01-08,4399.0
2013-01-08,3756.0
2013-01-08,1649.0
2013-01-08,2324.0
2013-01-08,2147.0
2013-01-08,2186.0
2013-01-08,2088.0
2013-01-08,1595.0
2013-01-08,1406.0
2013-01-08,2252.0
2013-01-08,0.0
2013-01-08,0.0
2013-01-08,0.0
2013-01-08,1560.0
2013-01-08,2919.0
2013-01-08,998.0
2013-01-08,1337.0
2013-01-08,1689.0
2013-01-08,1618.0
2013-01-08,0.0
2013-01-08,4802.0
2013-01-08,961.0
2013-01-08,2228.0
2013-01-08,961.0
2013-01-08,2153.0
2013-01-08,2204.0
2013-01-08,962.0
2013-01-08,0.0
2013-01-08,2903.0
2013-01-08,2217.0
2013-01-08,2812.0
2013-01-08,2274.0
2013-01-08,1997.0
2013-01-08,1448.0
2013-01-08,0.0
2013-01-08,1765.0
2013-01-08,19849.0
2013-01-08,5452.0
2013-01-08,4683.0
2013-01-08,4979.0
2013-01-08,4016.0
2013-01-08,2772.0
2013-01-08,2651.0
2013-01-08,4290.0
2013-01-08,3513.0
2013-01-08,0.0
2013-01-08,0.0
2013-01-08,1286.0
2013-01-08,3164.0
2013-01-08,2659.0
2013-01-08,2732.0
2013-01-08,4094.0
2013-01-09,2429.0
2013-01-09,1471.0
2013-01-09,3210.0
2013-01-09,1530.0
2013-01-09,1415.0
2013-01-09,1973.0
2013-01-09,1575.0
2013-01-09,2087.0
2013-01-09,1922.0
2013-01-09,1266.0
2013-01-09,1349.0
2013-01-09,2576.0
2013-01-09,0.0
2013-01-09,0.0
2013-01-09,0.0
2013-01-09,1708.0
2013-01-09,3706.0
2013-01-09,1024.0
2013-01-09,1385.0
2013-01-09,1640.0
2013-01-09,1150.0
2013-01-09,0.0
2013-01-09,5139.0
2013-01-09,962.0
2013-01-09,1575.0
2013-01-09,796.0
2013-01-09,1667.0
2013-01-09,2264.0
2013-01-09,852.0
2013-01-09,0.0
2013-01-09,3401.0
2013-01-09,2885.0
2013-01-09,1853.0
2013-01-09,2194.0
2013-01-09,1518.0
2013-01-09,1218.0
2013-01-09,0.0
2013-01-09,1366.0
2013-01-09,7546.0
2013-01-09,5720.0
2013-01-09,4295.0
2013-01-09,5768.0
2013-01-09,3561.0
2013-01-09,2963.0
2013-01-09,2551.0
2013-01-09,4455.0
2013-01-09,4296.0
2013-01-09,0.0
2013-01-09,0.0
2013-01-09,1252.0
2013-01-09,3319.0
2013-01-09,2409.0
2013-01-09,3361.0
2013-01-09,3269.0
2013-01-10,1544.0
2013-01-10,1247.0
2013-01-10,3493.0
2013-01-10,1328.0
2013-01-10,1244.0
2013-01-10,1681.0
2013-01-10,1822.0
2013-01-10,1728.0
2013-01-10,1896.0
2013-01-10,1423.0
2013-01-10,1092.0
2013-01-10,1870.0
2013-01-10,0.0
2013-01-10,0.0
2013-01-10,0.0
2013-01-10,1504.0
2013-01-10,2809.0
2013-01-10,805.0
2013-01-10,1239.0
2013-01-10,1326.0
2013-01-10,1043.0
2013-01-10,0.0
2013-01-10,4036.0
2013-01-10,861.0
2013-01-10,1741.0
2013-01-10,861.0
2013-01-10,1349.0
2013-01-10,1797.0
2013-01-10,713.0
2013-01-10,0.0
2013-01-10,2471.0
2013-01-10,2116.0
2013-01-10,1911.0
2013-01-10,1797.0
2013-01-10,1483.0
2013-01-10,1008.0
2013-01-10,0.0
2013-01-10,1420.0
2013-01-10,5101.0
2013-01-10,3976.0
2013-01-10,3862.0
2013-01-10,4441.0
2013-01-10,3401.0
2013-01-10,2493.0
2013-01-10,2522.0
2013-01-10,3313.0
2013-01-10,2971.0
2013-01-10,0.0
2013-01-10,0.0
2013-01-10,1243.0
2013-01-10,2245.0
2013-01-10,2225.0
2013-01-10,2918.0
2013-01-10,2831.0
2013-01-11,1750.0
2013-01-11,1248.0
2013-01-11,2842.0
2013-01-11,1374.0
2013-01-11,1397.0
2013-01-11,1910.0
2013-01-11,1672.0
2013-01-11,1572.0
2013-01-11,1559.0
2013-01-11,1089.0
2013-01-11,1320.0
2013-01-11,2117.0
2013-01-11,0.0
2013-01-11,0.0
2013-01-11,0.0
2013-01-11,1530.0
2013-01-11,3107.0
2013-01-11,1450.0
2013-01-11,1275.0
2013-01-11,1172.0
2013-01-11,1051.0
2013-01-11,0.0
2013-01-11,4602.0
2013-01-11,746.0
2013-01-11,1816.0
2013-01-11,798.0
2013-01-11,1699.0
2013-01-11,2768.0
2013-01-11,796.0
2013-01-11,0.0
2013-01-11,2640.0
2013-01-11,2610.0
2013-01-11,1725.0
2013-01-11,2135.0
2013-01-11,1530.0
2013-01-11,1129.0
2013-01-11,0.0
2013-01-11,1699.0
2013-01-11,5993.0
2013-01-11,4825.0
2013-01-11,4108.0
2013-01-11,5307.0
2013-01-11,3507.0
2013-01-11,2345.0
2013-01-11,2602.0
2013-01-11,3696.0
2013-01-11,3507.0
2013-01-11,0.0
2013-01-11,0.0
2013-01-11,1409.0
2013-01-11,2623.0
2013-01-11,1970.0
2013-01-11,2905.0
2013-01-11,2355.0
2013-01-12,1796.0
2013-01-12,1887.0
2013-01-12,4520.0
2013-01-12,2155.0
2013-01-12,2493.0
2013-01-12,3183.0
2013-01-12,2195.0
2013-01-12,2255.0
2013-01-12,2438.0
2013-01-12,1731.0
2013-01-12,1926.0
2013-01-12,2866.0
2013-01-12,0.0
2013-01-12,0.0
2013-01-12,0.0
2013-01-12,1910.0
2013-01-12,3676.0
2013-01-12,1768.0
2013-01-12,1632.0
2013-01-12,2302.0
2013-01-12,1861.0
2013-01-12,0.0
2013-01-12,6489.0
2013-01-12,1092.0
2013-01-12,2867.0
2013-01-12,1223.0
2013-01-12,2396.0
2013-01-12,2881.0
2013-01-12,1444.0
2013-01-12,0.0
2013-01-12,3425.0
2013-01-12,3604.0
2013-01-12,3065.0
2013-01-12,2648.0
2013-01-12,2254.0
2013-01-12,1724.0
2013-01-12,0.0
2013-01-12,1530.0
2013-01-12,8294.0
2013-01-12,7656.0
2013-01-12,7535.0
2013-01-12,8086.0
2013-01-12,6302.0
2013-01-12,3458.0
2013-01-12,2938.0
2013-01-12,6223.0
2013-01-12,4702.0
2013-01-12,0.0
2013-01-12,0.0
2013-01-12,2088.0
2013-01-12,3777.0
2013-01-12,2021.0
2013-01-12,4074.0
2013-01-12,4635.0
2013-01-13,961.0
2013-01-13,2353.0
2013-01-13,4818.0
2013-01-13,2545.0
2013-01-13,1785.0
2013-01-13,2195.0
2013-01-13,1817.0
2013-01-13,3482.0
2013-01-13,3028.0
2013-01-13,2696.0
2013-01-13,2106.0
2013-01-13,3777.0
2013-01-13,0.0
2013-01-13,0.0
2013-01-13,0.0
2013-01-13,1974.0
2013-01-13,3820.0
2013-01-13,1059.0
2013-01-13,2454.0
2013-01-13,3192.0
2013-01-13,3241.0
2013-01-13,0.0
2013-01-13,6832.0
2013-01-13,1330.0
2013-01-13,3932.0
2013-01-13,1221.0
2013-01-13,2847.0
2013-01-13,2950.0
2013-01-13,1030.0
2013-01-13,0.0
2013-01-13,2901.0
2013-01-13,4182.0
2013-01-13,3260.0
2013-01-13,4020.0
2013-01-13,2448.0
2013-01-13,2631.0
2013-01-13,0.0
2013-01-13,1953.0
2013-01-13,10520.0
2013-01-13,10364.0
2013-01-13,9985.0
2013-01-13,10335.0
2013-01-13,8942.0
2013-01-13,5087.0
2013-01-13,4064.0
2013-01-13,7218.0
2013-01-13,5087.0
2013-01-13,0.0
2013-01-13,0.0
2013-01-13,3519.0
2013-01-13,5691.0
2013-01-13,2712.0
2013-01-13,4722.0
2013-01-13,6013.0
2013-01-14,1902.0
2013-01-14,1508.0
2013-01-14,3309.0
2013-01-14,1670.0
2013-01-14,1513.0
2013-01-14,2326.0
2013-01-14,2085.0
2013-01-14,2085.0
2013-01-14,2406.0
2013-01-14,1533.0
2013-01-14,1486.0
2013-01-14,2053.0
2013-01-14,0.0
2013-01-14,0.0
2013-01-14,0.0
2013-01-14,1572.0
2013-01-14,2949.0
2013-01-14,1071.0
2013-01-14,1438.0
2013-01-14,1744.0
2013-01-14,1410.0
2013-01-14,0.0
2013-01-14,4619.0
2013-01-14,1080.0
2013-01-14,2382.0
2013-01-14,991.0
2013-01-14,1942.0
2013-01-14,2327.0
2013-01-14,985.0
2013-01-14,0.0
2013-01-14,2378.0
2013-01-14,2504.0
2013-01-14,2176.0
2013-01-14,1994.0
2013-01-14,1966.0
2013-01-14,1298.0
2013-01-14,0.0
2013-01-14,1508.0
2013-01-14,5756.0
2013-01-14,4765.0
2013-01-14,4427.0
2013-01-14,5088.0
2013-01-14,3614.0
2013-01-14,2798.0
2013-01-14,2382.0
2013-01-14,3984.0
2013-01-14,3504.0
2013-01-14,0.0
2013-01-14,0.0
2013-01-14,1692.0
2013-01-14,2937.0
2013-01-14,2496.0
2013-01-14,2902.0
2013-01-14,3573.0
2013-01-15,1671.0
2013-01-15,1688.0
2013-01-15,3394.0
2013-01-15,1605.0
2013-01-15,1535.0
2013-01-15,1961.0
2013-01-15,1719.0
2013-01-15,2240.0
2013-01-15,2096.0
2013-01-15,1820.0
2013-01-15,1395.0
2013-01-15,2153.0
2013-01-15,0.0
2013-01-15,0.0
2013-01-15,0.0
2013-01-15,1567.0
2013-01-15,3329.0
2013-01-15,1055.0
2013-01-15,1610.0
2013-01-15,1639.0
2013-01-15,1705.0
2013-01-15,0.0
2013-01-15,4731.0
2013-01-15,1530.0
2013-01-15,2502.0
2013-01-15,1036.0
2013-01-15,2074.0
2013-01-15,2576.0
2013-01-15,1186.0
2013-01-15,0.0
2013-01-15,3138.0
2013-01-15,2248.0
2013-01-15,2295.0
2013-01-15,2471.0
2013-01-15,2108.0
2013-01-15,1210.0
2013-01-15,0.0
2013-01-15,1497.0
2013-01-15,5096.0
2013-01-15,5181.0
2013-01-15,4551.0
2013-01-15,5404.0
2013-01-15,3793.0
2013-01-15,2504.0
2013-01-15,2677.0
2013-01-15,3740.0
2013-01-15,3487.0
2013-01-15,0.0
2013-01-15,0.0
2013-01-15,1615.0
2013-01-15,2804.0
2013-01-15,2452.0
2013-01-15,2893.0
2013-01-15,3597.0
2013-01-16,2387.0
2013-01-16,1457.0
2013-01-16,3116.0
2013-01-16,1297.0
2013-01-16,1176.0
2013-01-16,1776.0
2013-01-16,2112.0
2013-01-16,1624.0
2013-01-16,2001.0
2013-01-16,1553.0
2013-01-16,1322.0
2013-01-16,2864.0
2013-01-16,0.0
2013-01-16,0.0
2013-01-16,0.0
2013-01-16,1628.0
2013-01-16,3687.0
2013-01-16,1238.0
2013-01-16,1426.0
2013-01-16,1889.0
2013-01-16,1428.0
2013-01-16,0.0
2013-01-16,5863.0
2013-01-16,1006.0
2013-01-16,1718.0
2013-01-16,919.0
2013-01-16,2097.0
2013-01-16,2492.0
2013-01-16,1060.0
2013-01-16,0.0
2013-01-16,3544.0
2013-01-16,2329.0
2013-01-16,1945.0
2013-01-16,2665.0
2013-01-16,1868.0
2013-01-16,1304.0
2013-01-16,0.0
2013-01-16,1483.0
2013-01-16,7737.0
2013-01-16,6535.0
2013-01-16,5171.0
2013-01-16,6302.0
2013-01-16,3837.0
2013-01-16,3573.0
2013-01-16,2913.0
2013-01-16,4592.0
2013-01-16,4541.0
2013-01-16,0.0
2013-01-16,0.0
2013-01-16,1219.0
2013-01-16,3784.0
2013-01-16,2687.0
2013-01-16,3600.0
2013-01-16,3511.0
2013-01-17,1648.0
2013-01-17,1320.0
2013-01-17,3226.0
2013-01-17,1428.0
2013-01-17,1262.0
2013-01-17,1602.0
2013-01-17,1622.0
2013-01-17,1917.0
2013-01-17,1796.0
2013-01-17,1508.0
2013-01-17,1318.0
2013-01-17,2060.0
2013-01-17,0.0
2013-01-17,0.0
2013-01-17,0.0
2013-01-17,1391.0
2013-01-17,3598.0
2013-01-17,881.0
2013-01-17,1586.0
2013-01-17,1566.0
2013-01-17,1475.0
2013-01-17,0.0
2013-01-17,4581.0
2013-01-17,1100.0
2013-01-17,2135.0
2013-01-17,1060.0
2013-01-17,1826.0
2013-01-17,2731.0
2013-01-17,827.0
2013-01-17,0.0
2013-01-17,2280.0
2013-01-17,2073.0
2013-01-17,2166.0
2013-01-17,1879.0
2013-01-17,1514.0
2013-01-17,1263.0
2013-01-17,0.0
2013-01-17,1540.0
2013-01-17,4998.0
2013-01-17,4826.0
2013-01-17,3988.0
2013-01-17,4805.0
2013-01-17,3193.0
2013-01-17,2266.0
2013-01-17,2430.0
2013-01-17,3662.0
2013-01-17,3216.0
2013-01-17,0.0
2013-01-17,0.0
2013-01-17,1346.0
2013-01-17,2572.0
2013-01-17,2207.0
2013-01-17,2948.0
2013-01-17,2807.0
2013-01-18,1804.0
2013-01-18,1183.0
2013-01-18,3268.0
2013-01-18,1849.0
2013-01-18,1439.0
2013-01-18,1807.0
2013-01-18,1535.0
2013-01-18,1579.0
2013-01-18,1631.0
2013-01-18,1210.0
2013-01-18,1273.0
2013-01-18,2584.0
2013-01-18,0.0
2013-01-18,0.0
2013-01-18,0.0
2013-01-18,1325.0
2013-01-18,3382.0
2013-01-18,1538.0
2013-01-18,1184.0
2013-01-18,1402.0
2013-01-18,1225.0
2013-01-18,0.0
2013-01-18,4827.0
2013-01-18,936.0
2013-01-18,1907.0
2013-01-18,826.0
2013-01-18,1264.0
2013-01-18,2640.0
2013-01-18,821.0
2013-01-18,0.0
2013-01-18,2474.0
2013-01-18,2632.0
2013-01-18,1899.0
2013-01-18,2226.0
2013-01-18,1613.0
2013-01-18,1362.0
2013-01-18,0.0
2013-01-18,1697.0
2013-01-18,6000.0
2013-01-18,5577.0
2013-01-18,4258.0
2013-01-18,5722.0
2013-01-18,3247.0
2013-01-18,2692.0
2013-01-18,2263.0
2013-01-18,3743.0
2013-01-18,3157.0
2013-01-18,0.0
2013-01-18,0.0
2013-01-18,1434.0
2013-01-18,2544.0
2013-01-18,2473.0
2013-01-18,2953.0
2013-01-18,2577.0
2013-01-19,1956.0
2013-01-19,2192.0
2013-01-19,4441.0
2013-01-19,1947.0
2013-01-19,1979.0
2013-01-19,3260.0
2013-01-19,2263.0
2013-01-19,2341.0
2013-01-19,2855.0
2013-01-19,2131.0
2013-01-19,2482.0
2013-01-19,3242.0
2013-01-19,0.0
2013-01-19,0.0
2013-01-19,0.0
2013-01-19,2039.0
2013-01-19,4281.0
2013-01-19,2174.0
2013-01-19,1964.0
2013-01-19,2213.0
2013-01-19,2379.0
2013-01-19,0.0
2013-01-19,6576.0
2013-01-19,1310.0
2013-01-19,3682.0
2013-01-19,1248.0
2013-01-19,2708.0
2013-01-19,3350.0
2013-01-19,1429.0
2013-01-19,0.0
2013-01-19,3538.0
2013-01-19,3852.0
2013-01-19,3584.0
2013-01-19,3161.0
2013-01-19,2184.0
2013-01-19,1881.0
2013-01-19,0.0
2013-01-19,1771.0
2013-01-19,9628.0
2013-01-19,8542.0
2013-01-19,8354.0
2013-01-19,8613.0
2013-01-19,6899.0
2013-01-19,3977.0
2013-01-19,2941.0
2013-01-19,6447.0
2013-01-19,4640.0
2013-01-19,0.0
2013-01-19,0.0
2013-01-19,2039.0
2013-01-19,4722.0
2013-01-19,2557.0
2013-01-19,4428.0
2013-01-19,4879.0
2013-01-20,895.0
2013-01-20,2319.0
2013-01-20,5002.0
2013-01-20,1948.0
2013-01-20,1712.0
2013-01-20,2092.0
2013-01-20,1852.0
2013-01-20,3353.0
2013-01-20,3036.0
2013-01-20,2569.0
2013-01-20,2082.0
2013-01-20,3734.0
2013-01-20,0.0
2013-01-20,0.0
2013-01-20,0.0
2013-01-20,1919.0
2013-01-20,3315.0
2013-01-20,1181.0
2013-01-20,2462.0
2013-01-20,3165.0
2013-01-20,2747.0
2013-01-20,0.0
2013-01-20,7865.0
2013-01-20,1098.0
2013-01-20,3577.0
2013-01-20,1545.0
2013-01-20,3224.0
2013-01-20,3038.0
2013-01-20,1210.0
2013-01-20,0.0
2013-01-20,3445.0
2013-01-20,4154.0
2013-01-20,3347.0
2013-01-20,3829.0
2013-01-20,2259.0
2013-01-20,2461.0
2013-01-20,0.0
2013-01-20,1708.0
2013-01-20,10488.0
2013-01-20,10544.0
2013-01-20,10070.0
2013-01-20,10633.0
2013-01-20,8827.0
2013-01-20,4651.0
2013-01-20,3812.0
2013-01-20,7124.0
2013-01-20,4866.0
2013-01-20,0.0
2013-01-20,0.0
2013-01-20,3151.0
2013-01-20,5429.0
2013-01-20,2669.0
2013-01-20,4601.0
2013-01-20,5658.0
2013-01-21,1679.0
2013-01-21,1779.0
2013-01-21,4309.0
2013-01-21,1692.0
2013-01-21,1623.0
2013-01-21,2911.0
2013-01-21,2514.0
2013-01-21,1961.0
2013-01-21,2752.0
2013-01-21,1706.0
2013-01-21,1862.0
2013-01-21,2609.0
2013-01-21,0.0
2013-01-21,0.0
2013-01-21,0.0
2013-01-21,1703.0
2013-01-21,3201.0
2013-01-21,1332.0
2013-01-21,1077.0
2013-01-21,1827.0
2013-01-21,1483.0
2013-01-21,0.0
2013-01-21,4827.0
2013-01-21,991.0
2013-01-21,2468.0
2013-01-21,943.0
2013-01-21,2278.0
2013-01-21,2425.0
2013-01-21,996.0
2013-01-21,0.0
2013-01-21,2681.0
2013-01-21,2241.0
2013-01-21,2368.0
2013-01-21,2191.0
2013-01-21,2405.0
2013-01-21,1236.0
2013-01-21,0.0
2013-01-21,1692.0
2013-01-21,5932.0
2013-01-21,5724.0
2013-01-21,5197.0
2013-01-21,5698.0
2013-01-21,3999.0
2013-01-21,2647.0
2013-01-21,2565.0
2013-01-21,4553.0
2013-01-21,3571.0
2013-01-21,0.0
2013-01-21,0.0
2013-01-21,1842.0
2013-01-21,3115.0
2013-01-21,2730.0
2013-01-21,3002.0
2013-01-21,4144.0
2013-01-22,1809.0
2013-01-22,1744.0
2013-01-22,3467.0
2013-01-22,2442.0
2013-01-22,1510.0
2013-01-22,2045.0
2013-01-22,2121.0
2013-01-22,1979.0
2013-01-22,2210.0
2013-01-22,1528.0
2013-01-22,1310.0
2013-01-22,2235.0
2013-01-22,0.0
2013-01-22,0.0
2013-01-22,0.0
2013-01-22,1815.0
2013-01-22,3023.0
2013-01-22,1044.0
2013-01-22,956.0
2013-01-22,1524.0
2013-01-22,1573.0
2013-01-22,0.0
2013-01-22,4243.0
2013-01-22,1095.0
2013-01-22,2169.0
2013-01-22,923.0
2013-01-22,2375.0
2013-01-22,2485.0
2013-01-22,1012.0
2013-01-22,0.0
2013-01-22,2572.0
2013-01-22,2048.0
2013-01-22,2530.0
2013-01-22,1956.0
2013-01-22,1966.0
2013-01-22,1116.0
2013-01-22,0.0
2013-01-22,1316.0
2013-01-22,19263.0
2013-01-22,4471.0
2013-01-22,4210.0
2013-01-22,4613.0
2013-01-22,3324.0
2013-01-22,2203.0
2013-01-22,2622.0
2013-01-22,4105.0
2013-01-22,3206.0
2013-01-22,0.0
2013-01-22,0.0
2013-01-22,1553.0
2013-01-22,2884.0
2013-01-22,2448.0
2013-01-22,2731.0
